6/2016;1
7/2016;0
8/2016;1
9/2016;0
10/2016;0
11/2016;0
12/2016;0
1/2017;0
2/2017;0
3/2017;1
4/2017;1
5/2017;0
6/2017;1
7/2017;1
8/2017;0
9/2017;0
10/2017;0
11/2017;0
12/2017;0
1/2018;0
2/2018;0
3/2018;0
4/2018;0
5/2018;0
6/2018;0
7/2018;0
8/2018;0
9/2018;0
10/2018;0
11/2018;2
12/2018;1
1/2019;0
2/2019;0
3/2019;0
4/2019;0
5/2019;0
6/2019;1
7/2019;0
8/2019;0
9/2019;0
10/2019;0
11/2019;0
12/2019;1
